InteractorA,InteractorB,Label
Q14680,Q8IYX8,0
Q86VM9,P06753,0
Q9SHI7,O22938,1
Q96GD3,Q13561,0
P60660,P30086,0
Q8NEY8,P62328,0
Q14258,P49761,1
Q92804,P62995,1
P24539,Q6P1L5,1
Q9LSY1,Q9M0U9,1
O23239,Q38997,1
O04719,Q9SAF1,1
Q01105,Q53T94,1
Q86YJ6,Q9H6F5,0
P61964,Q00341,1
Q9XIF4,Q9M129,1
Q13523,Q13526,0
Q7L5D6,Q8IYI8,0
O75935,Q13671,1
Q9LJD7,Q9M0V3,1
P19367,Q9NZ81,0
P13686,P30044,0
Q13825,Q08379,0
O14949,Q9Y5V3,0
Q14257,Q9H8K7,0
Q84MB2,Q94A51,1
Q04724,Q86XP3,1
Q9C6Y3,Q9LMT0,1
Q9SKN2,Q8GY79,1
O75558,Q86X59,0
Q9FF81,Q5M759,1
P05023,Q5VV52,0
Q9Y296,Q969N2,0
Q13418,Q16560,1
Q9UIA9,P53779,0
P26651,O76071,0
Q99689,Q92535,0
Q6ZNL6,Q14152,0
P11802,O95989,0
Q15723,Q9H9L4,1
O80805,Q9FKK2,1
Q0WNX9,Q38997,1
Q9BTT4,Q14498,1
Q96EP0,Q13242,1
Q9LQT8,P27900,1
Q9H8V3,O00560,0
Q86TS9,Q9HD33,1
Q15637,P13693,0
Q96DB2,Q9UHX1,0
Q8N5D0,Q9GZS1,0
Q9BQ67,O60285,0
P61201,P14866,0
Q9M392,Q01474,1
Q13163,O43609,0
Q13618,Q8TDR0,0
Q96PU8,Q9BYN8,0
Q9ZU90,O81057,1
Q86VM9,O75323,1
Q9MAH8,Q9FNZ4,1
P35568,O14508,1
Q8TDR0,P27816,1
P28070,P57078,0
O14798,Q53H47,0
Q16612,P55884,1
Q99816,Q8ND30,1
Q682T9,Q9FN02,1
Q9NQZ6,O14976,0
Q9UIF3,P30566,1
Q9LFS4,Q8RWZ1,1
Q38950,Q07100,1
P98175,P61978,1
Q9NRA8,O43663,0
O14949,O14548,1
P36957,Q9BWF3,1
Q9UQ03,P20338,0
Q96B86,Q92956,0
P31483,O94875,0
Q8LEG3,Q56WH1,1
Q92900,Q3ZCQ8,1
P33993,Q86VM9,1
O15294,Q15291,1
Q9FNY2,Q9FNY0,1
Q8WV16,Q92918,0
Q9C5J8,Q9ZVN4,1
Q9UGU5,Q9H2G4,1
Q9H8U3,Q9Y4R8,0
P53602,Q9NTX7,0
P05166,Q08AD1,0
Q03509,Q9S763,1
P14866,Q8IY31,0
P09104,P58215,0
Q13873,O43318,1
P49419,P52565,0
Q8N6Y0,Q96HW7,1
Q01844,O14744,1
Q9Y230,Q96KP6,0
Q5XPI4,Q96PY5,1
Q9SN23,Q9XI07,1
Q9Y237,O95989,0
P04629,P50402,1
Q9ZTX8,Q93VJ4,1
P49755,Q9BVK6,1
Q9NTK5,P17540,0
P49368,P63000,0
O75787,Q9Y230,0
O04479,O82277,1
O14777,O60313,1
Q9C835,C0LGD8,1
Q16531,P04843,0
Q13615,Q8WYQ5,0
P49693,Q1EC66,1
Q9Y4P8,Q9BQC3,1
O65041,P42744,1
Q92805,Q53EZ4,1
O94967,O43240,0
Q8TD10,Q08426,0
O24409,O24410,1
P61201,Q9NPJ6,1
Q9GZU3,Q6FII1,0
Q9FNX5,Q0WTY4,1
Q8L8A5,O64647,1
P00533,Q9NX58,0
Q9NP66,Q567U6,1
Q8NHV4,O95229,1
P63167,P35269,0
P52815,Q9NVE7,0
Q13469,P49959,1
Q99759,P43243,1
P21549,Q8N5U6,0
Q9NV06,Q14974,0
Q9SLB9,P18064,1
P07948,P68400,1
Q12788,P13994,0
Q9BYM8,Q9BWF2,1
Q9GZP1,Q6IA98,0
O75665,Q15907,1
Q969G3,Q86VP1,0
Q9BRK4,Q86SQ0,1
Q9Y4J8,Q16610,0
Q67FW5,P05154,0
Q14142,P19174,1
Q13618,P54257,0
P14091,Q6IBM8,0
O04027,Q1EC66,1
Q13275,P20674,0
Q9BVG8,Q7Z7G1,0
Q9Y6K9,Q16531,1
Q9Y4P8,P05305,0
Q39023,Q9C4Z6,1
Q8GYA6,Q9FHY0,1
Q99728,O75410,1
P06733,P51572,1
O00755,P28328,0
P60880,Q9H8H0,0
Q9SK47,Q8LAZ7,1
O43837,O43719,0
O75127,P51957,0
Q7Z2D9,Q8WVR3,0
Q96DV4,P11230,0
Q5TC12,Q9Y6H5,0
P53618,Q6P2E9,0
Q8LA53,P49678,1
P50402,O94979,1
Q8IYL3,Q13547,0
P26651,Q6P2H3,1
Q8L611,Q9SQH9,1
Q9H6Z4,P52757,1
Q9Y575,O75582,0
Q969T9,P22736,0
Q9NZ52,Q8N3E9,0
O43281,Q13526,1
O15530,Q6I9S2,0
C0LGE4,Q6XAT2,1
Q7Z4K8,P55884,0
O14775,P42677,0
Q15029,Q9Y613,1
P59998,Q9H6F5,0
Q9SPL2,P35131,1
Q9Y6K9,Q8WZA0,1
O95163,Q9UBE0,1
Q9C7D7,P92960,1
Q7Z569,P35240,0
P07948,P43405,1
Q9BYD3,Q9Y2Z4,1
Q6RW13,P08708,0
Q9SY65,Q9LIK3,1
Q8NFZ5,O15155,0
O95704,Q9ULX9,0
Q13243,O43913,1
O95295,Q5VUD6,0
Q9NTM9,P05026,0
Q9FGR0,Q9C952,1
O15016,Q5VIR6,1
Q8IZ69,Q8NFU4,0
Q9LTH4,Q9FE25,1
Q8TB36,Q8NEZ2,1
Q16827,Q92997,0
Q13188,Q9HB71,1
P16403,Q8TF65,0
Q8IZ08,P20674,0
Q99700,Q9BXM7,0
Q8TEA7,P47756,1
O94874,P19525,1
Q02241,Q66GS9,1
Q9UNP9,Q9UNE7,0
Q86TG7,Q8N122,0
Q8IY63,Q86WJ1,0
Q9BXW9,Q9UQ80,0
O75787,P49757,1
Q9BPY3,P19388,0
Q9NPC3,Q93034,1
Q9FFY9,Q9SRH9,1
P10451,Q8N6T7,0
O43676,Q9NTX7,0
P11362,P21860,1
Q9BQG1,P40939,0
Q12965,Q9H5Z6,0
O14543,P42226,1
Q14498,Q13435,1
P34897,Q9BV38,1
Q9C7D7,Q94B38,1
O75582,Q8IY31,0
Q96GM8,O60493,0
Q32MZ4,Q13191,0
Q9SQT9,Q8RWZ6,1
Q86UP0,O75569,0
P49590,Q6RW13,1
Q84MB2,Q93ZE2,1
Q15287,Q53T94,1
P49206,Q9CAV0,1
Q96PV0,Q13064,1
Q96E11,P51991,1
Q8VZK9,Q06611,1
Q9HBD1,Q9NRW7,0
Q9Y234,Q9Y343,0
P29385,P29382,1
P19793,P46778,0
Q14181,Q01130,1
Q9UK00,Q14498,0
Q9NWB7,Q8NHV4,1
O75815,P08581,1
Q14498,Q9UBP0,0
P59220,Q8W490,1
Q94F58,Q01474,1
P09874,Q8NCN4,1
P30084,P55072,0
P61964,P43307,0
O76071,Q8TF76,0
Q13418,Q01844,1
Q14209,P82932,0
P59223,Q9FFK1,1
Q9C835,Q9ZS88,1
P50570,Q70UQ0,1
Q9UL15,P14868,1
O95503,Q07666,1
P63165,Q9BXJ8,0
Q9NY33,Q9UBI1,0
Q9BV94,Q9UIM3,0
O15294,Q9UJW9,0
Q9GZU0,P20366,0
O95149,O95059,0
Q13885,P62820,0
P61978,Q9NRI5,1
Q9FMR9,Q84M92,1
O23379,Q9C6V3,1
Q7Z7B0,Q96RR4,1
P04629,Q92541,1
P04629,Q8N122,1
P30260,O00268,1
Q8TBK6,Q9UHD8,0
P09104,Q9NRR5,0
Q9NRD5,Q86VP1,0
P14373,Q969S9,1
P40938,P14324,0
P51572,Q6IQ23,0
P49210,Q0DJ33,1
P08621,Q13610,1
Q9BXW9,Q16666,0
Q6PI98,Q99759,0
Q13946,Q7Z7L1,0
Q9GZS0,Q9P2M7,0
P14671,Q9SLF3,1
P52788,Q9H4T2,0
Q15605,Q9NWN3,0
P05413,Q99547,0
Q96T52,O15269,1
P20290,Q9BVG8,0
Q96KS9,Q96B97,1
Q96JN2,Q9H672,1
O75771,P23246,1
O14717,Q96Q04,0
P56945,P02545,0
P10636,Q14677,0
O43660,Q13823,0
Q9BYF1,Q9H6T3,0
O75146,P25786,0
P62316,Q9Y5S9,1
Q01105,O15530,0
P42226,Q9UQL6,0
Q6XJG8,Q7DLR9,1
P35052,O14818,0
Q16891,O43390,0
O23320,Q9FJK3,1
O43390,Q13148,1
Q6FIF0,Q6N063,0
Q6I9Y2,Q9NQ29,0
Q53H47,O43374,0
Q96Q27,O60674,1
Q9C8P8,Q8H102,1
Q9UQ80,Q9Y3M2,0
Q8ND71,Q9UHB9,1
Q9LQF2,Q01525,1
O75398,Q15390,0
P30042,P07737,0
P49227,P46286,1
P08107,Q96FC9,0
P28288,P61978,0
Q8VY64,Q8LCG7,1
Q15050,Q96CS2,0
O43765,Q96G01,0
Q504Q3,Q9UQ80,0
Q8NEY8,Q8TF21,0
Q9FMY7,Q93V43,1
Q96330,O80582,1
Q9BVJ6,Q96DI7,0
Q9H0E2,Q92769,0
Q9C835,Q9FMA5,1
P26641,O95630,0
Q9HAD4,Q99623,0
O76074,Q00987,0
Q4PSL7,P49209,1
Q9NXU5,Q9GZT6,1
Q12962,P02545,0
Q9SR71,O04173,1
Q7Z698,P10721,1
O95630,Q96GD4,0
Q4V328,Q9NQC3,0
Q9FL28,Q944A7,1
P61289,Q96EW2,0
Q9M391,P48348,1
P62701,Q96DW6,0
Q9LEQ3,Q9MAH4,1
Q02543,O95907,0
Q15025,Q9UBU8,1
Q15650,Q9BXL8,0
Q6FI97,P34932,0
P18847,P16152,0
Q14498,Q12770,0
P57075,Q9BXW9,0
P36397,Q1EC66,1
Q38827,O24410,1
Q6UXB0,Q9NRX3,0
Q9FHA2,Q9FRI0,1
Q13620,P43243,1
Q86YV9,Q5VV52,0
Q92800,Q8NDT2,1
Q15233,Q9NZL4,0
Q94BP0,Q8L8A5,1
Q8N998,Q9UKG1,0
P60040,Q93VG5,1
Q12772,P47929,0
O43353,O75460,1
Q9P0L0,Q5JSH3,1
P41567,Q9UNX4,0
Q7L5D6,Q9NX09,0
Q13330,Q93077,0
Q9C835,Q9FZB1,1
Q9NPE2,O00217,1
Q13625,O75582,0
Q9Y383,Q9P2Y5,0
Q14318,O75027,1
Q7DLR9,O23717,1
Q9UHF3,O43660,0
Q93Z00,Q9SLK2,1
Q99704,O43678,0
P50613,Q8WUA4,1
Q13275,P16152,0
Q13501,Q9H4T2,0
Q15527,O43688,0
Q15637,P14678,1
O60716,Q15269,0
P09874,Q8TDB6,1
Q9H773,P28072,0
Q15025,Q9UJX2,1
Q9SK33,Q9CAR4,1
Q7LGA3,Q9Y282,1
P92959,O23049,1
Q86US8,Q9P2D0,1
Q68CZ1,Q8TAS1,0
Q9GZM8,P56537,0
P34897,Q68CZ1,1
Q9FTA2,Q9LKL2,1
Q9LFA2,Q9C660,1
O43752,Q86Y82,1
O75665,Q96R06,1
O60493,Q66GS9,0
Q53EL9,Q9H5J8,0
Q86TS9,Q8N960,0
O75787,Q969H0,0
P51413,Q93W22,1
Q8N5V2,P20674,0
Q9P1W9,Q9NRX3,0
Q9NPI5,Q9UG56,0
Q03468,O43172,1
Q42340,O48549,1
Q9Y3U8,P55316,0
Q9NX08,Q9NXK8,0
Q9UKE5,Q9Y4Z0,0
Q03393,Q9HC74,0
Q9H1K0,Q05397,1
Q14232,O75822,1
Q8NE71,Q8WU20,0
Q9Y2I6,O75078,0
Q9UBD5,Q99741,1
Q96KN7,P51957,1
Q9M2Z4,Q94AH3,1
Q9UNE7,Q8TAT6,0
Q8IZ40,Q9H5I1,0
P23508,P30084,1
Q8TCJ0,Q8TD31,0
Q08495,Q6IA17,0
P12236,Q96C92,0
Q9BYV6,Q13625,0
Q39102,Q9SL67,1
Q92993,P05231,0
P42695,Q9P0L0,1
P42704,O75027,1
Q6R2K1,Q8W4S5,1
O00212,O75410,1
Q6P1J9,P62851,0
Q13523,Q9Y3C0,0
O75822,Q8TCE6,0
O75083,P62310,0
P57691,Q4PSL7,1
O75582,P24539,1
Q52M75,Q8N3L3,0
Q9GZU3,Q6EER8,0
Q9LP45,Q9SIV2,1
P83731,P56545,0
Q10567,Q96DI7,0
Q9M8X9,P16181,1
Q92692,P22087,0
Q9NQ34,O00487,0
P84090,P22459,0
P51671,Q14687,0
Q14203,P56545,0
Q08999,Q15287,0
Q05397,Q9NP31,1
Q15029,Q8NBT2,0
Q8IZ08,Q15583,0
Q9ULR0,P36957,1
Q9Y6D9,Q9Y3C5,0
P46379,P50402,0
Q12846,P33981,1
Q96HD1,Q15038,0
P57078,P40937,1
O24646,Q9LQZ7,1
Q969W0,Q99700,0
Q39204,O80396,1
Q8WWM7,Q16630,1
O81323,Q93Z00,1
Q00987,P54198,0
Q8IUH3,Q14974,1
Q9LPR8,Q9XI07,1
Q96PM5,Q8IZL8,1
Q9CAD0,Q9SEI0,1
Q5XPI4,Q8TD10,1
Q86TS9,Q9UNM6,0
P49321,Q96EY7,0
Q3MHD2,Q8IXH7,0
Q9UIF7,Q9UBI1,0
Q96A33,Q99496,0
O60896,Q15286,0
Q13617,P14866,0
Q53GS7,O15287,1
Q9BQ52,Q9Y2Z9,0
Q9C7T4,Q9C518,1
P51149,Q8N5U6,0
Q39057,Q9LV58,1
Q96I30,O75381,0
Q8LGA1,Q8LF80,1
Q9XEF0,Q9CAR4,1
P04629,Q9BWF3,1
Q86TM6,Q9H425,0
Q5JTZ9,P25705,1
Q00987,P30084,1
Q92769,Q92804,1
Q9UNZ2,Q9Y4P8,1
Q9Y3A4,P46937,0
Q14684,P06753,0
Q99959,Q9HCD5,0
Q9LT67,Q93Y00,1
C0LGD9,C0LGR3,1
P28324,Q6PKG0,1
Q9C9C6,Q4PSL7,1
P62258,Q15907,0
P43250,Q86X76,0
Q9H967,P54577,1
P36507,Q13618,0
Q9FJ49,Q9CAJ0,1
Q6IQ23,P61421,1
Q96DW6,Q8IW50,0
P48732,Q96524,1
Q96QD8,Q6N063,0
O14548,P28331,1
Q8VZW1,Q9FRL3,1
Q9SLB7,O22131,1
P54257,P04629,0
P59223,P49209,1
P49903,P11309,0
Q8NFZ5,P04264,1
O43837,P20338,0
Q9SHI7,Q9FZB1,1
Q9HBD1,Q5VV42,0
Q9NYM9,P53621,1
Q9BTT4,Q13057,0
P50613,Q13042,1
O60841,P20290,0
F4JUI3,Q93V43,1
Q8VWG3,Q8VWG3,1
O22768,Q84JQ8,1
O75323,Q9H000,0
Q68CZ1,Q92878,1
Q96C45,Q5T9A4,1
O00257,P24593,0
Q8GYC7,Q9SL05,1
Q9UJY1,Q9P1Y5,0
P08240,Q99567,0
O95704,Q9NQZ2,0
Q9Y3C5,Q9H0E2,1
P68400,P10636,1
Q96G01,P07910,0
Q9H8V3,O14974,1
Q7DLR9,Q9SZD4,1
P06213,Q9NNW5,0
O95235,Q9BWF3,1
Q9NVI1,P33992,1
P02545,Q14527,1
Q14181,P55854,0
Q6NSJ2,Q9NNX1,1
P12956,Q96HL8,0
Q5TCZ1,Q69YU3,1
Q86YJ6,Q15388,0
Q7Z6J6,Q92995,0
P43243,Q9Y613,0
Q9M1Z5,O22132,1
Q9Y234,P40937,0
Q9ZWJ9,Q9ZNV8,1
Q96CD2,Q13368,0
P52815,Q5VV52,0
Q6ZRI8,Q9BZZ5,1
P22736,Q96SN7,0
Q99436,P54274,0
Q969G6,Q9BXP5,0
Q12965,Q9Y3F4,0
P61221,O75330,0
Q96T76,Q96NT1,0
Q9H8V3,Q13616,0
O14641,P52429,0
O75208,O00217,1
Q7Z2D9,P55769,0
Q39241,Q9SUI0,1
Q08112,Q1EC66,1
Q9C551,Q9SUJ1,1
P61006,P62861,0
Q944H0,P05375,1
Q16666,Q12986,0
Q9NPJ6,O15151,0
Q6I9S2,Q09013,0
Q9UBD5,Q13415,1
O04017,O82277,1
Q9GZT6,Q9NSE4,1
O60260,Q9NPH0,0
Q17R89,Q9NPH0,0
Q9Y6G9,Q92625,1
Q9LQC8,Q1EC66,1
Q9LMN8,Q9FRS6,1
Q15393,Q5VSY0,0
O95900,Q96RR1,1
Q9UHX1,Q9NRZ9,0
Q14258,Q9Y4C8,1
Q8VWK0,Q9SGW3,1
Q01804,Q92900,1
Q16666,Q9BQ52,0
Q9GZS1,P30085,0
P14314,P83916,0
Q9BYF1,Q9UBT2,1
Q9Y4Y9,Q9Y4Z0,1
P62316,Q92900,1
Q9SN95,Q1EC66,1
P35052,P31948,1
Q93052,Q9NPH0,0
P56545,P53779,1
Q969H0,Q96EP0,0
Q15758,Q9Y6A5,0
Q9C9X3,Q24JJ9,1
Q9UIA9,P00491,0
P56945,Q6ZMI0,1
P43307,Q13148,0
Q38831,P33077,1
Q5W5X9,O95249,0
P33077,Q9C8Y3,1
Q96R06,P48643,0
Q9Y4J8,Q00341,0
P04843,O95235,0
Q6ID70,Q08466,1
P36406,P61962,0
Q96RP9,P14866,1
P05388,Q13216,0
Q9NPE2,O43678,1
Q8L4M1,Q9M0V3,1
Q13131,Q5T124,1
Q9SYS3,Q9M0A4,1
Q6IPM2,Q5W5X9,1
Q12852,P62316,0
Q92734,O95760,0
P28288,P14866,0
Q9Y2Z9,O15211,0
P62341,Q9UJD7,0
Q96RQ1,Q8N4S9,1
O95155,Q92574,0
P32754,O95271,0
Q93VG5,Q06611,1
Q9Y4Z0,Q5SY16,0
Q9BQD3,Q63ZY3,0
Q94CG2,Q9FY94,1
Q9Y3M2,P62258,1
Q13615,Q6VAB6,0
P49736,Q6EMB2,0
Q42605,Q42605,1
Q07866,P60953,0
O43482,O60341,1
Q9HA65,Q96B02,0
Q9FMU6,P93032,1
P07196,Q8IUX8,0
Q8N5V2,Q9H0E2,0
Q96LX7,Q8IXH7,0
P04629,Q9UHD2,1
Q8LPS5,Q9LUL4,1
Q9H0R3,O60315,0
Q9NW64,P46937,0
Q9FHQ6,Q06611,1
Q7Z699,Q6Q0C0,0
P0DPB3,Q96EP0,0
P00533,P39748,0
Q96RQ1,P61758,0
Q9H3H1,Q96HS1,0
Q16881,Q8IXH7,0
Q07488,O04378,1
Q9NVJ2,P42677,0
O95235,Q13137,0
P14866,O00429,0
Q9NUT2,Q96SI1,0
P37108,O43147,0
P36578,O00273,0
Q9Y276,Q9H5Q2,0
P49257,Q00987,0
Q9BSK4,Q9BRK4,0
Q4V328,Q8IZ52,0
Q94CG2,P92962,1
P21860,Q9NRR5,0
Q9LJM4,Q9FZ59,1
Q99612,O00499,0
Q86UY6,Q9H0A0,1
P49368,Q96DN6,0
Q9UBT2,P61970,1
P59220,Q38847,1
Q9NZ81,Q99519,0
Q9P289,P17152,0
O95235,P35711,0
Q15287,P10636,0
Q9Y4P8,O00231,1
Q5XPI4,Q9P2B4,1
Q9T074,P42643,1
Q8TEW0,Q9Y4J8,1
Q9FGP6,Q67XJ2,1
Q39024,Q94CK9,1
O49484,Q9LV45,1
P50897,Q14671,0
P27694,P45984,0
Q9UL54,Q9BRS2,0
Q9HBL7,Q92575,0
Q7DLR9,O24633,1
Q39022,Q9FGJ3,1
P57752,P93004,1
Q86Y07,O95900,0
Q16643,P23396,0
Q7Z5N2,Q8TF21,0
Q8LGA5,P42643,1
O94972,P57075,1
Q13625,Q9UKW6,0
Q6ZTA4,Q9NPF5,0
Q9BYD3,P82932,0
P69905,P30281,0
P25788,Q15819,0
O95758,Q8IYM9,0
Q9H0H0,Q6P2H3,0
Q02241,Q96JK2,0
Q13418,Q15464,0
O95235,P08559,1
Q99816,Q6ZMZ3,0
Q94AZ2,Q93YT1,1
Q9HBD1,Q86V81,1
P62917,P22087,0
P00533,A1L0T0,0
P08240,P47929,0
Q93WJ9,Q9SK03,1
Q9SEI4,Q9FHY0,1
Q6ZMZ3,Q12797,1
Q9Y5U8,Q9UQ03,0
Q07866,O14787,0
Q8WUB8,Q3KQU3,0
Q8N7C3,Q96CW5,0
O80646,P16181,1
Q8WU20,P04629,1
P11310,Q08426,1
Q14790,O75807,0
Q8LGG0,Q96331,1
Q8W206,Q940X7,1
Q9BPY3,Q8NBJ7,0
Q14596,Q9HCE1,0
Q9UGJ1,Q9P2D0,0
Q9FVE6,O80340,1
P24844,Q9P0N5,0
Q08345,Q9UM54,0
Q9UGI0,O96017,0
O75150,Q9BWF2,1
P09466,P51159,0
Q9ZU25,P42643,1
P07196,P33552,0
Q05086,Q12959,1
Q9BVJ6,P67775,0
Q92805,Q9NRL3,1
P04406,P00505,0
Q9H672,P60900,0
Q13064,Q6PKG0,1
Q9ZW21,Q8H1R0,1
O00422,P28340,0
Q8IYB1,P14866,0
Q9BSI4,O94874,0
Q93ZM7,P29197,1
F4K5X6,Q9XEE6,1
Q9HCE1,Q6PKG0,1
Q8IU60,Q12846,0
Q9BRR9,P48023,1
Q13523,P30084,0
Q9BQI3,O00203,1
Q9P0Z9,Q9H1E3,0
P29590,Q53EZ4,0
P61221,Q10567,1
P63162,P55316,0
Q9UJV3,Q9UJY4,0
P06733,O00499,1
Q93VI3,Q9SRX2,1
P09874,P42704,0
Q8WVZ9,P22314,0
Q16842,Q9GZQ8,0
Q15121,Q86YV5,0
Q53T59,Q9BRA0,1
P19838,Q15653,1
Q86YJ6,Q8IXH7,0
P60174,Q9HCU9,0
Q39025,O04609,1
P42229,P55884,0
P39748,Q6EMB2,0
P30408,Q99616,0
P52630,Q96GR4,0
Q9UIF7,P78417,0
Q9FKP8,Q9ZU70,1
Q16531,Q13242,1
P62917,Q9NWN3,0
Q00653,P25788,1
Q08345,Q00059,0
P62304,Q8NE71,0
Q9NRC1,P49257,1
Q9Y4Y9,O43172,1
Q9FJA6,Q9SZD4,1
Q9FE58,P41127,1
Q15528,P78362,0
O95166,P61970,1
Q9NZ71,Q92888,0
Q9UIF7,O00487,0
O82132,Q9M7Q4,1
P34897,P98175,1
P02766,Q9BZD4,0
O94827,P51116,0
P23284,P00918,0
Q9Y577,P58340,1
Q9FKW2,F4K5X6,1
Q7Z478,P52797,0
Q9S7H5,Q9LQ28,1
P55072,Q9UK45,0
Q9P1W9,Q9NUT2,0
Q68CZ1,Q9BT92,1
Q9M1Z5,Q9LNI5,1
Q9P1Y5,Q9Y5U8,0
Q5T2W1,Q13435,0
Q9BRK4,Q9NV06,0
Q8NDT2,Q9Y230,0
Q9UQ80,P55060,1
P35268,O15182,0
P08559,Q9Y230,1
Q16659,P41567,1
Q96CW5,Q9NNW5,0
Q969H0,Q5VV42,0
O14798,Q9BYD3,0
P49688,Q8VYK6,1
P19419,Q53FE4,0
Q6IQ23,Q9BQA1,1
Q9XIC7,O82318,1
P56556,Q96FE5,0
Q8LPR5,Q9XI07,1
Q9NW68,Q12988,0
Q9HDC9,Q9NXB0,0
P26651,Q63ZY3,1
P49759,Q96NT1,0
Q96CV9,O15392,1
Q14432,Q9NR56,0
P49736,P63279,0
Q39024,Q9M2K4,1
Q9T091,Q7X659,1
O82799,Q17TI5,1
Q7DLR9,Q17TI5,1
P46199,P02545,0
P07900,Q9Y6K8,0
Q14142,P18859,0
P78362,Q15572,1
Q13415,P12956,1
Q12840,Q8N465,0
Q9SHI7,Q39134,1
O75031,Q8N443,1
P30154,Q8TBB1,0
O14974,P60468,0
Q08345,Q9NQZ2,0
P14373,Q9UJZ1,0
Q8TAQ2,Q9C0J8,0
P53805,P25705,0
Q96CW5,Q00537,1
P15056,P30622,0
Q07866,P35527,0
O43390,Q13873,1
O75554,O43684,1
Q9UBQ0,Q96RR1,0
Q8VYS5,Q6NQG7,1
Q96PU5,P80098,0
Q7Z5N2,Q9UQL6,0
P78362,Q9Y230,0
Q13618,Q969V4,0
Q7Z419,Q8WVD3,1
Q96BT3,Q9Y3A3,0
P09651,O43913,1
P33992,P58340,1
P84098,Q8N983,1
Q8L8Q3,Q8GY11,1
Q15831,P41220,0
Q9H0B6,O14530,0
P93819,P42643,1
Q3SX64,P49748,0
P14866,Q86T90,1
O48844,Q9FIB6,1
Q13084,Q9H8K7,0
P14618,Q07912-1,0
P49720,Q9BWH6,0
O75554,Q15029,1
Q9UII4,Q9UM54,0
Q969U6,Q9P0K7,0
Q8WUA2,Q86XP3,1
Q9Y3M9,P60174,0
Q9M9G6,Q8GUP1,1
P61254,O00410,1
P16104,P68402,0
P12956,P61289,1
Q9P0U0,Q86YD1,0
P31948,Q96QZ7,0
P07602,Q9BXJ8,0
P78362,Q15393,0
Q9SZL8,Q9FE25,1
P36957,Q8WVM8,1
Q9P1Y5,P41273,0
Q12840,Q6IAL2,0
P36957,Q9BZJ0,1
Q3KQU3,Q5RL73,1
Q9H832,Q9UNI6,0
P61758,Q8N6Y0,0
Q9SII9,Q9SZD4,1
O23320,Q93Z27,1
Q9SSL9,Q9SH71,1
Q13200,P19174,0
Q9GZS0,P40937,1
O00499,O43772,0
Q9BT17,Q12849,1
Q9UBT2,Q96G25,1
Q9BRK4,Q9Y6M4,0
Q8H174,Q8L9Y3,1
Q8N122,Q96F24,1
O14798,P00491,0
Q66LE6,Q6P4A2,0
Q9BXM7,O95858,0
O43752,Q9UBC2,1
O95503,Q9NQB0,1
O94906,Q9P2D0,0
P62875,O75069,0
O04019,Q9FHY0,1
P16104,P13798,0
Q39085,Q06611,1
P11172,Q15819,1
Q6PGQ7,Q13765,0
Q9S7T1,Q680Q4,1
Q9NQZ2,O94972,0
Q9BZE1,Q96EH3,1
P49736,Q8WVB3,0
P60468,Q9NRC1,1
Q9NY33,Q9HB07,1
Q9P2E8,Q96AC1,1
O43252,P61313,0
P42733,O24456,1
P49736,Q9BX40,0
Q99728,Q15645,0
Q84WV2,O49782,1
O15294,Q9H5K3,1
Q96TC7,Q9H9L4,0
Q9Y2L1,Q15723,0
Q8NHV4,Q15628,1
Q14181,Q9BYD2,0
Q96RP9,Q16836,1
Q9C835,O22815,1
O14717,P46934,0
P26368,O14745,1
Q38798,Q6AWW5,1
Q9FJ72,O22622,1
P35080,P55316,0
P13747,P11766,0
P09471,Q6IA98,0
Q8IZ40,Q9H8Y5,0
P35510,Q9LMR5,1
Q8WXH2,P14866,0
Q8LAZ7,O03983,1
P15056,Q86UY6,0
A6NED2,P23508,0
Q00613,P42025,0
Q13148,Q86UX6,0
Q8N431,Q9GZM7,0
Q8WYQ5,Q9HBD1,0
Q9Y6H1,Q05086,0
Q15758,Q13610,0
O22932,P49597,1
Q56WN1,Q9ZUZ2,1
Q99683,P50570,1
Q8RYD9,Q9C6V4,1
Q9SRX7,Q9M352,1
P51957,Q12981,0
P49257,Q99615,1
Q9NX47,Q14596,1
Q9UKE5,Q9Y230,1
O75896,O14964,1
Q8NE71,Q93034,0
P50570,Q14247,1
Q14596,O00232,1
Q9NQB0,Q96G25,0
Q8TC92,Q8IZ48,0
Q9BVJ6,Q12852,0
Q9P244,P00390,0
Q9UBK2,P29590,1
Q96S21,Q8N159,0
Q15038,O60239,0
P09326,Q9NPA5,0
P0DJH9,P51957,0
Q9UNZ2,Q9UBE0,1
Q9NW82,Q9NP66,0
O43559,P30050,0
P35052,Q96T76,0
Q9H3R5,P11274,0
Q9XIF4,Q9ZPS7,1
P53355,P09012,1
P04629,P49321,1
Q8L719,Q8L3Z8,1
Q9HA65,P36578,0
Q96BN2,Q9BRG2,0
Q13501,Q92567,0
P55209,P55212,0
Q8N5V2,Q15038,0
Q93W88,Q9SY66,1
P40763,P35606,1
P54257,P12931,0
Q39204,Q9SPG5,1
P08240,Q16760,0
Q6IPM2,Q96R06,1
O14964,Q16633,1
Q96MF2,Q8TBK6,1
Q8LFD3,Q9ZPW7,1
Q94KL5,Q38897,1
Q84VG7,Q8LBW3,1
O00445,Q16594,0
P61218,Q9NUG6,1
Q8WV44,P02774,0
P08670,Q13325,0
Q9SJA8,Q17TI5,1
Q9Y5N6,Q99741,1
Q96JG8,Q13113,0
P18847,Q9Y508,0
